Village_Name,Latitude,Longitude,Elevation_m,Slope_deg,Aspect_deg,Roughness,Curvature,Rainfall_mm,Distance_to_River_km,Label,Point_Type,Rainfall_CHIRPS_mm,Distance_to_Road_km_REAL,Rainfall_3Day_Cumulative_mm,Rainfall_7Day_Cumulative_mm,NDVI_Vegetation
RandomPoint_269,18.882127,73.516594,677,1.35,133.41,0.57,2.0,2804.186324786325,3.09,0,random_negative_sample,1743.8582772493362,0.093,0.0,57.18351593017578,0.296898603439331
RandomPoint_270,18.644231,73.401061,749,8.24,304.05,5.64,0.0,2804.186324786325,0.547,0,random_negative_sample,1696.1923458576202,1.718,3.492538261413574,48.081583976745605,0.7474909424781799
RandomPoint_271,17.148164,73.744169,660,17.11,322.22,16.36,14.0,739.7444444444445,4.758,0,random_negative_sample,1764.2791438221932,9.225,18.900187683105468,88.03664932250976,0.8053998947143555
RandomPoint_272,18.125679,73.255753,116,9.41,348.06,9.02,0.0,2804.186324786325,1.193,0,random_negative_sample,2267.0100779294967,0.737,25.345670890808105,110.25515308380128,0.628899335861206
RandomPoint_273,18.528887,73.709476,576,2.7,313.41,1.78,-2.0,739.7444444444445,0.752,0,random_negative_sample,838.1422066986561,2.632,3.544444274902344,18.962255859375,0.3599371910095215
RandomPoint_274,18.581482,73.138531,84,8.78,230.96,6.61,7.0,2804.186324786325,4.899,0,random_negative_sample,2492.42685585022,3.646,18.85111618041992,128.14491653442383,0.613750696182251
RandomPoint_275,18.045145,73.475772,15,5.94,98.96,2.91,-1.0,2804.186324786325,1.805,0,random_negative_sample,1976.1427549362184,1.885,30.007678031921387,88.94440364837646,0.1401348263025283
RandomPoint_276,17.885442,74.09025,794,4.2,27.86,1.71,4.0,739.7444444444445,1.806,0,random_negative_sample,905.5949353784324,2.594,14.723016738891602,22.200071334838867,0.4316915273666382
RandomPoint_277,18.242055,73.714446,1030,29.06,352.91,25.23,2.0,739.7444444444445,3.204,0,random_negative_sample,1005.373011058569,2.116,10.012926864624024,26.806383323669436,0.3700138330459595
RandomPoint_278,18.480179,74.221385,567,3.41,324.83,2.07,-9.0,739.7444444444445,7.409,0,random_negative_sample,524.5836770266294,0.758,4.898954200744629,11.271674251556396,0.2648623287677765
RandomPoint_279,18.320856,73.035586,274,3.71,180.0,4.45,2.0,2804.186324786325,3.156,0,random_negative_sample,2559.566772770881,2.237,36.37727241516113,125.83248405456544,0.7230932712554932
RandomPoint_280,17.005351,73.475756,243,13.2,206.01,9.26,5.0,2804.186324786325,3.141,0,random_negative_sample,2817.139704221487,5.77,61.58496189117432,132.93036060333253,0.4202589988708496
RandomPoint_281,18.187622,73.236889,164,13.28,313.41,10.67,4.0,2804.186324786325,3.418,0,random_negative_sample,2303.778289401532,3.287,22.364560317993163,110.48357391357422,0.7035238146781921
RandomPoint_282,17.462952,73.860434,730,14.16,125.35,7.61,-5.0,739.7444444444445,0.566,0,random_negative_sample,1171.1753394842149,3.085,15.24738655090332,42.549125289916994,0.4006040394306183
RandomPoint_283,18.405975,73.481047,781,3.84,345.2,5.08,-3.0,2804.186324786325,0.931,0,random_negative_sample,1191.3789987564087,3.81,7.4224344253540036,47.41056461334229,0.7322725653648376
RandomPoint_284,18.37477,74.185867,693,1.86,180.0,1.01,0.0,739.7444444444445,1.858,0,random_negative_sample,507.68136593550446,2.938,6.406653594970703,15.127698135375976,0.375088483095169
RandomPoint_285,18.575656,73.737587,566,2.7,133.41,2.17,0.0,739.7444444444445,2.296,0,random_negative_sample,848.2429347515106,0.077,0.0,18.458590698242187,0.5339042544364929
RandomPoint_286,18.322366,74.200503,689,0.93,180.0,1.41,1.0,739.7444444444445,2.658,0,random_negative_sample,502.0227027326822,1.669,5.675001525878907,12.291672420501708,0.4170010685920715
RandomPoint_287,17.850278,73.616844,790,20.66,136.99,15.87,2.0,739.7444444444445,0.652,0,random_negative_sample,1852.974451673031,1.669,24.44298572540283,37.71192111968994,0.8357164263725281
RandomPoint_288,18.295269,74.162617,698,6.55,188.59,2.57,-2.0,739.7444444444445,2.026,0,random_negative_sample,538.956597495079,0.722,5.396662712097168,10.957758235931395,0.1932823210954666
RandomPoint_289,18.653262,72.907115,194,40.22,236.21,28.14,-6.0,2804.186324786325,2.328,0,random_negative_sample,2661.0141141176223,1.665,28.14216709136963,130.7186502456665,0.2154749780893325
RandomPoint_290,17.331846,73.261418,81,16.91,122.24,11.8,1.0,2804.186324786325,0.857,0,random_negative_sample,2893.5307194858788,1.936,32.81822662353515,121.62135982513428,0.6706165075302124
RandomPoint_291,18.377356,73.849601,826,6.16,107.5,3.26,0.0,739.7444444444445,5.011,0,random_negative_sample,838.8992926657199,0.748,7.046590042114258,19.277614974975585,0.2805036604404449
RandomPoint_292,18.885352,73.550708,659,0.0,270.0,0.0,0.0,739.7444444444445,0.533,0,random_negative_sample,1577.8957493543626,2.973,0.0,62.73530063629151,-0.1834166944026947
RandomPoint_293,17.079722,73.448043,35,10.83,80.24,10.54,11.0,2804.186324786325,0.237,0,random_negative_sample,2935.091898199916,0.929,70.24519729614258,209.97400093078613,0.5948590040206909
RandomPoint_294,17.644643,73.175552,105,14.0,335.63,10.11,4.0,2804.186324786325,1.387,0,random_negative_sample,3078.2511779129504,0.627,77.26390342712402,196.20529251098637,0.6514706015586853
RandomPoint_295,17.182654,74.242867,567,0.98,270.0,0.61,-3.0,739.7444444444445,3.08,0,random_negative_sample,694.898967116326,0.31,13.566184043884276,23.95478744506836,0.4857260584831238
RandomPoint_296,18.671917,73.662799,667,16.53,292.48,12.04,-1.0,739.7444444444445,2.288,0,random_negative_sample,1084.985562479496,2.082,3.64472770690918,43.457475662231445,0.2898292243480682
RandomPoint_297,18.901573,74.299359,568,0.98,270.0,1.64,7.0,739.7444444444445,0.505,0,random_negative_sample,694.2810823529959,1.176,2.395289421081543,17.935421562194826,0.5161632299423218
RandomPoint_298,18.344563,73.204267,192,6.55,351.41,6.06,-6.0,2804.186324786325,2.952,0,random_negative_sample,2096.061566448212,1.127,26.251000785827635,98.30893306732176,0.7204394936561584
RandomPoint_299,17.080463,73.934403,565,1.35,46.59,0.84,2.0,739.7444444444445,1.064,0,random_negative_sample,1304.7431607723236,1.131,25.82347717285156,47.10724086761475,0.499289721250534
RandomPoint_300,17.941002,73.777264,929,26.48,86.27,22.3,-3.0,739.7444444444445,2.953,0,random_negative_sample,1421.529329007864,1.372,11.93136520385742,21.798180961608885,0.2780539989471435
Khopoli,18.787747,73.3438185,78,3.84,14.8,1.28,-3.0,2804.186324786325,0.387,1,documented_positive,2397.408410906792,0.176,2.857987880706787,95.83442296981812,0.4129818975925445
Poladpur,17.9942535,73.467238,38,3.41,35.17,3.01,-9.0,2804.186324786325,0.402,1,documented_positive,2067.8124001979827,1.666,30.38705348968506,90.3702299118042,0.3202319145202636
Gavhan,18.961852,73.013938,8,0.93,180.0,1.6,-1.0,2804.186324786325,4.782,1,documented_positive,2786.840656971932,0.701,31.3730806350708,147.43834552764892,0.3285837769508362
Mahad,18.080753,73.42438,10,1.35,133.41,1.34,2.0,2804.186324786325,0.784,1,documented_positive,1929.3030534029008,0.273,13.752354431152344,132.729097366333,0.4158008694648742
Morba,18.2105109,73.2481557,16,1.96,90.0,1.67,0.0,2804.186324786325,1.236,1,documented_positive,2267.547603499889,3.171,23.79052410125733,98.36816234588623,0.1414149105548858
Birwadi,18.0976814,73.461795,13,3.09,252.5,1.89,4.0,2804.186324786325,3.575,1,documented_positive,1823.049224948883,1.275,17.566185760498048,98.44035110473632,0.4760531783103943
Mandad,18.2968597,73.0603136,40,7.46,308.25,5.82,-1.0,2804.186324786325,1.662,1,documented_positive,2518.7626173496246,1.257,26.069914245605467,134.3585678100586,0.2213601619005203
Jasai,18.9317805,73.0188301,3,2.7,313.41,1.87,2.0,2804.186324786325,1.595,1,documented_positive,2800.95989933014,0.91,28.77312488555908,144.09403858184814,0.1240392252802848
Nhave,18.4423101,73.0088054,12,3.41,324.83,2.47,-3.0,2804.186324786325,1.612,1,documented_positive,2582.637421441078,2.353,39.85054664611816,164.68798370361327,0.2674731016159057
Shrivardhan,18.055747,73.033543,17,6.9,82.3,4.71,0.0,2804.186324786325,1.381,1,documented_positive,2710.434085094929,3.564,45.81718444824219,173.3332977294922,0.2756107449531555
Pachad,18.2365558,73.4206063,320,10.52,163.92,7.99,6.0,2804.186324786325,1.902,1,documented_positive,1502.4101242184638,0.171,12.113154697418214,67.53053255081177,0.1172976195812225
Adoshi,18.75891,73.330515,100,2.17,244.69,1.22,-1.0,2804.186324786325,1.176,1,documented_positive,2397.408410906792,1.071,2.857987880706787,95.83442296981812,0.3121018409729004
Waral,18.2073591,73.0495602,19,4.05,226.59,1.99,-2.0,2804.186324786325,2.661,1,documented_positive,2603.422482299805,4.761,21.278862762451173,126.68750534057617,0.1493507921695709
Kalsuri,18.2235173,73.0389976,61,3.48,302.24,3.93,1.0,2804.186324786325,2.85,1,documented_positive,2603.422482299805,3.397,21.278862762451173,126.68750534057617,0.1835539788007736
Murud rural,18.332423,72.9543,15,4.99,100.71,2.02,-6.0,2804.186324786325,2.457,1,documented_positive,2704.3069047212603,2.897,38.08339691162109,153.64613342285156,0.329983651638031
Killa,18.9922122,73.5126118,643,27.16,348.44,28.34,-3.0,2804.186324786325,1.926,1,documented_positive,1618.7116453647614,1.64,7.497023773193359,44.58757667541504,0.2454537004232406
Devaghar,18.198965,73.4913151,74,2.1,27.86,1.76,1.0,2804.186324786325,1.674,1,documented_positive,1568.2747339844705,0.91,10.421748924255372,75.51945896148682,0.157645583152771
Kshetra mahabaleshwar,17.9642829,73.6629021,1332,5.48,147.61,5.39,-2.0,739.7444444444445,1.873,1,documented_positive,1430.7547336637974,0.979,7.530393981933594,23.76404228210449,0.179958626627922
Kumbharoshi,17.9353363,73.5935068,746,3.71,180.0,3.08,4.0,739.7444444444445,1.38,1,documented_positive,1834.0731102108955,1.74,18.06785640716553,53.19207706451416,0.3238895535469055
Devali,17.8433228,73.6554765,718,0.98,270.0,4.2,-7.0,739.7444444444445,2.584,1,documented_positive,1654.9051717042923,0.636,13.236349487304688,46.86695232391357,0.3176779150962829
Nandgane,17.95624,73.7261152,776,9.9,280.71,5.52,-8.0,739.7444444444445,0.514,1,documented_positive,1216.844065827131,0.403,7.377552032470703,23.291607284545897,0.6411125659942627
Dhangarwadi,17.9816721,73.6625147,827,5.64,9.99,3.01,3.0,739.7444444444445,1.034,1,documented_positive,1430.7547336637974,2.839,7.530393981933594,23.76404228210449,0.4039625823497772
Nakinda,18.0361879,73.6543822,1390,5.89,199.41,7.13,-6.0,739.7444444444445,2.041,1,documented_positive,1405.2735542953014,2.602,9.481038665771484,22.771159744262697,0.7928631901741028
Salave,17.2778043,73.8793125,685,8.1,142.94,4.53,0.0,739.7444444444445,0.34,1,documented_positive,1354.751952558756,5.236,17.319712448120118,49.44735488891602,0.382609099149704
Jinti,17.1113898,74.070457,676,10.7,320.57,4.94,-2.0,739.7444444444445,2.468,1,documented_positive,1114.5573400378228,0.316,18.386074447631835,34.06116523742676,0.3806325197219848
Avakali,17.9282576,73.7085179,1302,8.82,84.0,5.4,6.0,739.7444444444445,3.112,1,documented_positive,1278.9048665642738,1.234,9.915658569335935,22.42593097686768,0.1521811187267303
Manghar,17.8863892,73.6455871,1101,3.48,302.24,3.22,-3.0,739.7444444444445,1.174,1,documented_positive,1852.974451673031,2.216,24.44298572540283,37.71192111968994,0.2865731418132782
Kusavade,17.6469579,73.7314653,738,15.09,72.5,11.93,3.0,739.7444444444445,11.06,1,documented_positive,1585.931967294216,7.599,14.693515014648437,51.69673290252685,0.8682234287261963
Haroshi,17.9364387,73.6126041,749,10.72,274.92,7.67,-8.0,739.7444444444445,0.612,1,documented_positive,1733.0751315712928,1.518,14.972819519042968,39.87377529144287,0.2338714748620987
Kusumbi,17.7691329,73.8216885,710,4.2,332.14,2.71,2.0,739.7444444444445,4.082,1,documented_positive,1392.889789152145,2.914,15.311346435546875,33.52697143554688,0.4060246348381042
Mahind,17.066204,74.0785223,693,5.03,202.92,4.09,-5.0,739.7444444444445,3.867,1,documented_positive,1106.1590616494418,2.445,15.609102249145508,36.051490783691406,0.3539913594722748
Chikhali,17.8668638,73.6863448,1096,9.4,321.59,6.46,6.0,739.7444444444445,1.395,1,documented_positive,1547.279446977377,0.887,11.289694213867188,23.837752723693846,0.3846244812011719
Dhavali,17.6777697,73.8153061,1037,16.62,102.55,12.34,-3.0,739.7444444444445,8.096,1,documented_positive,1398.2094712853432,2.926,12.031427764892578,36.89664306640625,0.3514383733272552
Thoseghar,17.6604443,73.9338315,656,2.17,244.69,1.26,1.0,739.7444444444445,0.981,1,documented_positive,982.8556455552578,1.487,13.694073486328126,27.957174682617183,0.3314866125583648
Kalgaon,17.1683745,73.9595284,672,2.1,332.14,1.65,1.0,739.7444444444445,1.63,1,documented_positive,1013.0060528486968,0.338,19.403749084472658,31.78173370361328,0.3396193981170654
Yerane Kh.,17.8700054,73.7025668,788,6.16,287.5,6.72,-6.0,739.7444444444445,0.487,1,documented_positive,1343.445788139105,0.94,10.09298858642578,17.578070068359374,0.4294730722904205
Yerane Bk.,17.8700054,73.7025668,788,6.16,287.5,6.72,-6.0,739.7444444444445,0.487,1,documented_positive,1343.445788139105,0.94,10.09298858642578,17.578070068359374,0.4294730722904205
Ghonaspur,17.8449999,73.6102022,1046,9.4,141.59,4.94,-6.0,739.7444444444445,1.526,0,documented_negative,1866.199444425106,2.585,22.30617866516113,41.81751899719238,0.2935473024845123
Rajapuri,18.3036119,72.9702218,11,0.0,270.0,1.39,0.0,2804.186324786325,2.642,0,documented_negative,2704.3069047212603,0.751,38.08339691162109,153.64613342285156,0.2673902809619903
Mahabaleshwar,17.9242764,73.6575799,1365,0.93,180.0,2.12,-1.0,739.7444444444445,3.29,0,documented_negative,1552.5797899782658,0.482,18.517904472351077,34.88305606842041,0.0928734093904495
Goroshi,17.875633,73.6340189,735,7.1,155.63,8.18,8.0,739.7444444444445,0.792,0,documented_negative,1852.974451673031,0.683,24.44298572540283,37.71192111968994,0.5605747103691101
Jaoli,17.7257557,73.6989362,715,15.2,219.12,11.63,-5.0,739.7444444444445,2.086,0,documented_negative,1736.4327444911005,0.465,44.707168388366696,66.2778226852417,0.5073946714401245
Hatlot,17.8663473,73.6037522,717,9.05,120.59,4.66,1.0,739.7444444444445,0.194,0,documented_negative,1852.974451673031,2.714,24.44298572540283,37.71192111968994,0.2725862860679626
Petpar,17.9147569,73.5870266,740,15.35,325.8,7.97,-7.0,739.7444444444445,0.545,0,documented_negative,1834.0731102108955,1.52,18.06785640716553,53.19207706451416,0.3482654392719269
Morni,17.7326979,73.6327325,784,19.22,242.28,16.67,-10.0,739.7444444444445,1.031,0,documented_negative,1872.67398211956,2.956,19.776900482177734,49.8307466506958,0.5690796971321106
Chaturbet,17.8605611,73.6293411,673,4.34,64.69,2.94,-2.0,739.7444444444445,1.088,0,documented_negative,1852.974451673031,0.084,24.44298572540283,37.71192111968994,0.277996152639389
Dare,17.9474795,73.6413508,830,18.89,174.25,12.3,-15.0,739.7444444444445,0.345,0,documented_negative,1733.0751315712928,2.033,14.972819519042968,39.87377529144287,0.7362199425697327
Dudhoshi,17.9219845,73.6144924,772,10.3,190.88,8.64,3.0,739.7444444444445,1.004,0,documented_negative,1733.0751315712928,1.272,14.972819519042968,39.87377529144287,0.4162963926792145
Shiravali,17.8979322,73.6188268,750,7.38,247.93,7.04,-2.0,739.7444444444445,1.116,0,documented_negative,1852.974451673031,0.183,24.44298572540283,37.71192111968994,0.3246797025203705
Tapola,17.9240637,73.6616904,1380,10.3,190.88,6.83,-1.0,739.7444444444445,3.595,0,documented_negative,1552.5797899782658,0.075,18.517904472351077,34.88305606842041,0.6240022778511047
Akalpe,17.728279,73.6953773,674,8.24,235.95,5.93,-6.0,739.7444444444445,1.778,0,documented_negative,1736.4327444911005,0.157,44.707168388366696,66.2778226852417,0.4462630450725555
Mahalunge,18.5733175,73.7558142,568,3.09,252.5,2.03,2.0,739.7444444444445,3.058,0,documented_negative,939.087755548954,0.946,9.599740600585935,31.325096893310548,0.0731311216950416
Met Shindi,17.7198451,73.6020118,671,1.35,313.41,1.8,-6.0,739.7444444444445,1.049,0,documented_negative,1872.67398211956,2.575,19.776900482177734,49.8307466506958,0.4703617990016937
Shindi,17.7198451,73.6020118,671,1.35,313.41,1.8,-6.0,739.7444444444445,1.049,0,documented_negative,1872.67398211956,2.575,19.776900482177734,49.8307466506958,0.4703617990016937
Chakdev,17.721631,73.5794212,936,2.95,340.59,3.15,-2.0,739.7444444444445,2.701,0,documented_negative,1927.7644183039663,2.966,17.53352451324463,41.99304904937744,0.2499493509531021
Nivali,17.06177,73.4491,66,12.89,55.47,11.51,-1.0,2804.186324786325,1.787,0,documented_negative,2935.091898199916,0.44,70.24519729614258,209.97400093078613,0.5003629326820374
Achali,17.8676219,73.7015863,733,7.77,298.39,8.45,5.0,739.7444444444445,0.582,0,documented_negative,1343.445788139105,0.749,10.09298858642578,17.578070068359374,0.2740886509418487
Saloshi,17.7696127,73.624741,678,4.2,207.86,2.73,0.0,739.7444444444445,0.737,0,documented_negative,1861.435951197148,1.476,17.383111190795898,36.802214813232425,0.3535071015357971
Kandat,17.7770828,73.6100374,685,3.71,180.0,2.99,0.0,739.7444444444445,1.22,0,documented_negative,1861.435951197148,3.221,17.383111190795898,36.802214813232425,0.3979273736476898
Kharoshi,17.8076107,73.6508729,668,11.19,205.67,5.55,4.0,739.7444444444445,0.108,0,documented_negative,1654.9051717042923,0.254,13.236349487304688,46.86695232391357,0.4042746126651764
Birmani,17.8881716,73.5838937,746,4.64,180.0,5.2,5.0,739.7444444444445,0.507,0,documented_negative,1941.5245691537857,3.67,23.108596420288087,44.52084655761719,0.5069132447242737
Kumthe,17.9092237,73.5707617,772,9.41,348.06,7.25,-4.0,739.7444444444445,1.543,0,documented_negative,1834.0731102108955,3.133,18.06785640716553,53.19207706451416,0.3417337834835052
Khingar,17.914357,73.826348,1197,0.93,0.0,6.16,-9.0,739.7444444444445,3.26,1,manually_verified_positive,1194.1019740343097,0.74,7.849356079101563,15.916877555847169,0.432678073644638
Kaswand,17.898931,73.779998,1308,17.27,33.45,9.41,0.0,739.7444444444445,1.734,1,manually_verified_positive,1445.4214788675308,2.4,15.218840026855467,22.539984893798827,0.6796940565109253
Machutar,17.890024,73.722778,1201,28.04,346.98,22.15,15.0,739.7444444444445,1.479,1,manually_verified_positive,1343.445788139105,0.969,10.09298858642578,17.578070068359374,0.731120228767395
Dhardev,17.859559,73.731446,1114,20.09,100.21,13.45,7.0,739.7444444444445,3.105,1,manually_verified_positive,1343.445788139105,2.342,10.09298858642578,17.578070068359374,0.5083504915237427
Umbari,17.890957,73.770123,1176,32.94,223.46,23.89,9.0,739.7444444444445,2.671,1,manually_verified_positive,1445.4214788675308,2.821,15.218840026855467,22.539984893798827,0.6220440864562988
Danavali,17.9003,73.75179,1241,10.72,274.92,5.11,6.0,739.7444444444445,1.797,1,manually_verified_positive,1421.529329007864,2.833,11.93136520385742,21.798180961608885,0.3731195032596588
Bhekavali,17.909821,73.699166,1242,36.43,102.69,22.76,-20.0,739.7444444444445,4.217,1,manually_verified_positive,1552.5797899782658,1.588,18.517904472351077,34.88305606842041,0.725005567073822
Ambral,17.907743,73.833963,1289,19.65,35.17,10.24,2.0,739.7444444444445,3.673,1,manually_verified_positive,1194.1019740343097,0.309,7.849356079101563,15.916877555847169,0.4113448560237884
Taighat,17.92877,73.770441,1278,4.03,76.69,4.48,1.0,739.7444444444445,1.831,1,manually_verified_positive,1421.529329007864,1.626,11.93136520385742,21.798180961608885,0.5237756371498108
Pangari,17.931126,73.759763,1168,18.18,350.99,16.49,-1.0,739.7444444444445,2.756,1,manually_verified_positive,1421.529329007864,2.735,11.93136520385742,21.798180961608885,0.6406871676445007
Ghavri,17.861719,73.686879,960,6.48,180.0,6.13,1.0,739.7444444444445,1.665,1,manually_verified_positive,1547.279446977377,0.959,11.289694213867188,23.837752723693846,0.4660564959049225
Dhokawale,17.504887,73.76593,996,12.41,152.14,8.51,-2.0,739.7444444444445,6.669,1,manually_verified_positive,1802.682431286573,8.031,22.594033432006835,58.45756492614746,0.822620689868927
Mandrulkole,17.24601,73.957286,617,3.84,345.2,2.04,-1.0,739.7444444444445,0.892,1,manually_verified_positive,990.0492003068327,1.683,11.61910514831543,36.08688163757324,0.3346269428730011
Kondivate,18.072481,73.456383,71,26.13,289.31,19.14,3.0,2804.186324786325,2.384,1,manually_verified_positive,1823.049224948883,1.609,17.566185760498048,98.44035110473632,0.7029048800468445
Tise,18.37552,73.243712,74,10.52,163.92,6.66,-8.0,2804.186324786325,1.122,1,manually_verified_positive,1955.6027178764343,2.95,14.161290168762209,73.1199426651001,0.724347710609436
Ambeghar tarf Marli,17.280899,73.820469,802,22.61,308.54,15.43,-3.0,739.7444444444445,3.429,1,manually_verified_positive,1645.9274849116805,5.765,21.431216430664065,67.19451141357422,0.5733951330184937
Posare,17.528269,73.411113,22,6.55,171.41,4.64,4.0,2804.186324786325,1.35,1,manually_verified_positive,2703.520483857393,2.964,63.38449401855469,118.4633399963379,0.3373536169528961
Rohan,18.066082,73.337097,75,12.69,81.72,10.13,-3.0,2804.186324786325,2.371,1,manually_verified_positive,2266.3540229558944,0.402,19.325009536743163,121.47200431823732,0.6951609253883362
Diksal-Pali,18.967982,73.325039,59,7.46,231.75,5.94,5.0,2804.186324786325,2.07,1,manually_verified_positive,2144.9728839755057,2.068,18.650158405303955,89.15450983047485,0.3494581282138824
Vave,18.577327,72.96894,25,2.7,313.41,1.9,0.0,2804.186324786325,2.43,1,manually_verified_positive,2738.881826519966,1.119,45.09486980438233,165.7536008834839,0.460572749376297
Govele (Govele Sutarwadi proxy),18.144116,73.206477,235,4.03,256.69,1.99,-1.0,2804.186324786325,2.266,1,manually_verified_positive,2454.507773220539,2.931,33.44231491088867,126.9183219909668,0.4948019683361053
Kodvite (approximate),18.081822,73.410845,7,0.93,180.0,1.21,-3.0,2804.186324786325,1.107,1,manually_verified_positive,1929.3030534029008,0.807,13.752354431152344,132.729097366333,0.5696282386779785
Shindewadi,18.04567,73.442461,142,11.76,278.96,9.94,4.0,2804.186324786325,3.921,1,manually_verified_positive,2089.4694158554075,2.077,21.668652534484863,101.07556629180908,0.6288402080535889
Rajpuri,17.906245,73.844386,1211,11.94,103.31,12.5,5.0,739.7444444444445,3.838,1,manually_verified_positive,1194.1019740343097,0.938,7.849356079101563,15.916877555847169,0.6531414985656738
Durshet,18.704497,73.294131,74,10.1,105.84,7.28,1.0,2804.186324786325,0.84,1,manually_verified_positive,2392.82180800438,3.339,3.2219560623168944,99.9596872329712,0.5643399357795715
Godavali,17.925531,73.815142,1253,8.71,137.82,6.67,3.0,739.7444444444445,2.996,1,manually_verified_positive,1194.1019740343097,1.064,7.849356079101563,15.916877555847169,0.1306772977113723
Dandeghar,17.931841,73.811394,1252,3.84,14.8,4.41,-7.0,739.7444444444445,3.375,1,manually_verified_positive,1194.1019740343097,1.401,7.849356079101563,15.916877555847169,0.3978985846042633
Yavateshwar,17.691321,73.929462,777,14.12,213.05,11.84,3.0,739.7444444444445,3.052,1,manually_verified_positive,982.8556455552578,3.241,13.694073486328126,27.957174682617183,0.4326995611190796
Ghoteghar,17.889656,73.780966,1201,20.33,146.27,17.73,-3.0,739.7444444444445,2.398,1,manually_verified_positive,1445.4214788675308,2.209,15.218840026855467,22.539984893798827,0.7425175905227661
Gureghar,17.924358,73.739182,1267,3.84,345.2,2.76,3.0,739.7444444444445,3.31,1,manually_verified_positive,1278.9048665642738,2.145,9.915658569335935,22.42593097686768,0.4666947722434997
Ranjani,17.88647,73.795888,885,13.67,113.59,6.33,-5.0,739.7444444444445,2.024,1,manually_verified_positive,1445.4214788675308,2.106,15.218840026855467,22.539984893798827,0.3218084871768951
Nagewadi,17.921651,73.839126,902,12.69,130.41,6.71,-7.0,739.7444444444445,4.815,1,manually_verified_positive,1194.1019740343097,1.384,7.849356079101563,15.916877555847169,0.3676388263702392
Yeruli,18.028663,73.831665,1296,15.44,3.56,24.74,0.0,739.7444444444445,5.116,1,manually_verified_positive,1103.9779487609862,2.242,6.126516342163086,14.08631534576416,0.6536984443664551
Kotroshi,17.811225,73.686073,695,15.02,345.2,7.19,-2.0,739.7444444444445,2.023,1,manually_verified_positive,1654.9051717042923,0.545,13.236349487304688,46.86695232391357,0.5892954468727112
Katavali,17.906134,73.801515,908,6.76,196.81,8.67,9.0,739.7444444444445,0.478,1,manually_verified_positive,1194.1019740343097,2.28,7.849356079101563,15.916877555847169,0.3986045122146606
Sambarwadi,17.676356,73.959676,1039,13.41,52.26,8.29,-2.0,739.7444444444445,3.489,1,manually_verified_positive,816.1630245745182,0.562,10.770526123046874,26.3809326171875,0.5153919458389282
Moleshwar,17.883422,73.725886,1244,4.03,256.69,1.73,-3.0,739.7444444444445,1.642,1,manually_verified_positive,1343.445788139105,0.504,10.09298858642578,17.578070068359374,0.5504176020622253
Tekavali,17.881107,73.720275,1303,2.95,340.59,3.26,2.0,739.7444444444445,2.239,1,manually_verified_positive,1343.445788139105,1.151,10.09298858642578,17.578070068359374,0.7713542580604553
Bambavade,17.511177,73.925111,648,3.84,14.8,3.07,3.0,739.7444444444445,3.351,1,manually_verified_positive,986.6243720114232,0.153,13.52878189086914,35.65365352630615,0.4103969633579254
Dudhgaon,17.870434,73.651328,747,22.02,291.16,14.69,3.0,739.7444444444445,1.538,1,manually_verified_positive,1547.279446977377,1.624,11.289694213867188,23.837752723693846,0.8463672995567322
Malusar,17.884717,73.673607,1307,15.37,110.73,8.6,-3.0,739.7444444444445,2.987,1,manually_verified_positive,1547.279446977377,2.967,11.289694213867188,23.837752723693846,0.745069146156311
Vivar,17.850259,73.690557,817,26.48,86.27,16.01,3.0,739.7444444444445,2.546,1,manually_verified_positive,1547.279446977377,1.499,11.289694213867188,23.837752723693846,0.406122624874115
Rameghar,17.791878,73.739775,656,7.64,345.2,5.23,8.0,739.7444444444445,4.659,1,manually_verified_positive,1523.9789146661758,0.434,22.44405918121338,40.5731409072876,0.5519520044326782
Walne,17.76105,73.709603,815,19.47,42.77,17.55,-14.0,739.7444444444445,5.272,1,manually_verified_positive,1523.9789146661758,1.101,22.44405918121338,40.5731409072876,0.4728513062000274
Amshi,17.811942,73.69817,884,22.92,163.51,14.9,0.0,739.7444444444445,3.033,1,manually_verified_positive,1654.9051717042923,1.327,13.236349487304688,46.86695232391357,0.6331340074539185
Rule,17.790687,73.678856,674,17.97,180.0,9.05,6.0,739.7444444444445,2.151,1,manually_verified_positive,1699.1123113811016,0.67,17.746834564208985,38.495371627807614,0.5740626454353333
Marli,17.830779,73.812852,828,15.96,253.53,11.94,1.0,739.7444444444445,2.8,1,manually_verified_positive,1317.9451601326466,3.546,13.322402381896971,26.13432025909424,0.5064111351966858
Kalambe,17.512107,73.892008,1054,8.06,226.59,4.55,-4.0,739.7444444444445,5.509,1,manually_verified_positive,1191.679574888945,2.109,10.376095581054688,43.571628379821775,0.2369083166122436
Kondhawi,17.922860633688806,73.45583441691618,248,31.08,38.73,26.4,-5.0,2804.186324786325,3.177,1,manually_verified_positive_batch2,2153.255233037472,2.108,45.08771648406982,105.96723232269288,0.6792625784873962
Vadval,18.781556364888687,73.27232236944701,119,2.95,199.41,1.79,0.0,2804.186324786325,2.065,1,manually_verified_positive_batch2,2515.97421760559,1.758,0.0,100.6963508605957,0.3989983201026916
Kaire,18.87803109464852,73.17669964888482,25,2.1,27.86,2.25,1.0,2804.186324786325,1.386,1,manually_verified_positive_batch2,2622.702219200134,3.024,17.12156448364258,133.05667686462402,0.1666295975446701
